	Google Before	Google After	TER
302	학교 행정가는 6자리의 급여를 받고 전반적인 행정 지출은 계속 부풀려지고 있지만, 분류된 직원 6명 중 1명은 식품권을 받을 자격이 있습니다.	학교 행정관은 6 인치 급여와 전반적인 행정 지출이 계속 진행되는 동안, 6 명의 분류 된 직원이 푸드 스탬프를위한 자격을 갖춘 6 명입니다.	0.8182
303	"포틀랜드 주립대학의 또 다른 IT 직원인 알레한드로 세구라는 ""사람들이 자신이 근무하는 도시에서 살 수 없는 임금을 받는 것이 공정하지 않다고 생각하기 때문에 파업에 기꺼이 나서겠다""고 말했다. ."""	"Alejandro Segurra로서 포틀랜드 주립 대학의 또 다른 IT 노동자는 ""나는 사람들이 봉사하는 도시에서 살 수없는 임금을받지 못하게하는 것이 공정하다고 생각하지 않기 때문에 파업을 기꺼이 갈 것입니다. . """	0.7857
304	"포틀랜드 주립 도서관 직원인 테레사 스테이플버그는 훨씬 더 직접적이었습니다. ""저는 이곳에 24년 동안 일해왔기 때문에 파업을 하고 싶습니다. 그리고 생활 임금 인상이 필요합니다."""	"Portland State Library Worker Theresa Stapleburg은 더욱 직접적으로 더욱 직접적으로있었습니다. ""나는 24 년 이었기 때문에 나는 이곳에 갔고, 나는 생활 임금이 필요합니다."""	0.9091
305	인플레이션이 오르고 오리건의 생활비가 치솟으면서 이 노동자들은 허둥지둥 떠돌아다니고 있으며 경영진은 그들의 곤경에 대해 거의 동정을 보이지 않았습니다.	인플레이션이 올라가서 오리건에서 살아가는 비용이 솟아 오르면이 노동자들은 넙치에 남아 있으며 경영진은 그들의 곤경에 대한 동정심을 거의 보이지 않았습니다.	0.5789
306	2월에 시작된 계약 협상은 8월 중순에 결렬됐다.	2 월에 시작된 계약 협상은 8 월 중순에 무너졌습니다.	0.5556
307	그 시점에서 사장들은 아주 지긋지긋한 몇 가지 제안을 내놓았습니다. 즉, 사소한 생활비 인상, 장기 대학 근로자의 연공서열 요구 거부, 직원 급식 가격 인상 등 근로자들이 무례하다고 여겼습니다. 심지어 잔인하다.	그 시점에서, 상사는 생활의 비용이 크고, 장기간의 대학 노동자들로부터의 연공 서열, 직원 식사를위한 가격 하이킹을 거부하는 생활의 증가를 거부 시켰습니다. 노동자들은 무례한 것으로 보았고 심지어 잔인 해요.	1.037
308	풀머는 대학에 불문율 수업 시스템이 있다고 말했다.	"""대학에는""대학에서의 익숙하지 않은 수준의 시스템이 있습니다. ""라고 Fulmer는 말했습니다."	0.8889
309	"""그리고 우리는 그 바닥에 있습니다."""	"""우리는 그것의 바닥에 있습니다."""	0.75
310	그는 “교육 종사자들은 수십 년 동안 공격을 받아왔다”고 말했다.	"""교육 노동자들은 수십 년 동안 공격을 받았습니다.""라고 그는 계속했습니다."	0.5556
311	"""우리는 마침내 일어서서 반격합니다."	"""우리는 마침내 서서 싸우고 있습니다."	0.6
312	경영진이 상대적으로 외설적인 급여가 인플레이션보다 높은 비율로 계속 상승하는 것을 보면서 기업 세계에서 계급주의와 중산층의 압박을 보는 것은 한 가지입니다.	경영진이 상대적으로 외설스러운 임금이 인플레이션을 지속적으로 올라가는 것을 보는 것처럼 경영진이 상대적으로 외설적 인 임금을 볼 수 있기 때문에 클래식주의와 중산층을 짜내는 것은 한 가지입니다.	0.8
313	"그러나 교육 분야에서 같은 일이 일어나는 것은 노동자들이 계속해서 용인할 일이 아닙니다."""	"그러나 교육에서 일어나는 것과 같은 일은 근로자가 계속할 수있는 것이 아닙니다. """	0.8333
314	그리고 오리건주의 주립대학 직원들만이 행동을 취하는 것은 아닙니다.	그리고 오레곤의 주립 대학 노동자는 행동을 취하는 유일한 사람들이 아닙니다.	0.6
315	오레곤은 지금 전투의 화약고이며 그 신관은 지금 뜨겁게 타오르고 있습니다.	오레곤은 현재 맥락을 묶고 퓨즈가 밝고 뜨거워지고 있습니다.	1.0
316	프레드 마이어(Fred Meyer) 슈퍼마켓 체인의 식료품점 노동자들은 고용주에 대한 캠페인을 강화하고 있으며 아직 공식적인 파업 계획은 없지만 긴장이 고조되고 있습니다. 그들의 노동 조합인 United Food and Commercial Workers Local 555는 이미 보이콧을 요구했으며 체인에 대한 불공정 노동 관행 보고서를 제출했습니다.	Fred Meyer 슈퍼마켓 체인의 식료품 점 노동자는 고용주에 대한 캠페인을 늘리고 있으며 아직 공격 할 공식 계획이 없지만 긴장이 높고 높습니다. 그들의 노조, 유나이티드 식품 및 상업 노동자들이 555 명이 이미 보이콧을 요구했고, 사슬에 대한 불공정 한 노동 관행 보고서를 제출했습니다.	0.6098
317	의료 부문에서 Kaiser Permanente의 Service Employees International Union Local 49 근로자 4,500명은 10월에 기존 계약이 만료되기 전에 거래가 이루어지지 않으면 파업(승인율 98%)을 승인했습니다. 새로운 잠정적 합의로 회피	의료 부문에서는 Kaiser Permanente의 국제 노동 조합의 49 명의 국제 노동 조합이 10 월에 기존 계약이 만료되기 전에 거래가 거래가 이루어지지 않는 경우 공격을받지 못했습니다 (98 % 승인률) 새로운 임시 협정을 피했다.	0.6875
318	업계 다른 곳에서 Astoria Hospital의 120명 이상의 간호사를 대표하는 Oregon Nurses Association은 병원 행정부와의 계약 협상에서 교착 상태에 빠졌습니다. 그들의 마지막 계약은 5월에 만료되었고 시계는 똑딱거리고 있습니다.	업계의 다른 곳에서는 아스토리아 병원에서 120 개 이상의 간호사가 넘는 오레곤 간호사 협회는 병원청과의 계약 협상에서 교착 상태가되었습니다. 그들의 마지막 계약은 5 월에 만료되었고, 시계가 똑딱 거리고 있습니다.	0.75
319	"Burley는 ""오레곤은 기초부터 탄탄하게 다져지고 있는 정말 강력한 노동 운동을 가지고 있습니다.""라고 설명합니다."	"""오레곤은 정말로 강한 노동 운동이 정말로 쌓이는 노동 운동을 정말로 쌓아 두었습니다.""Burley는 설명합니다."	0.7692
320	"""이것은 노동 성장의 국가적 물결의 일부입니다."	"""이것은 노동 성장의 국가파의 일부입니다."	0.4
321	"사람들은 실질임금이 떨어지고 있는 불안정한 경제를 보고 있고 해결책은 직장 내 집단행동입니다."""	"사람들은 실제 임금이 떨어지고 해결책이 직장에서 집단적 행동이되는 불안정한 경제를보고 있습니다. """	0.9167
322	이러한 집단적 행동이 올 가을에 얼마나 깊이 뿌리를 내릴지는 확실하지 않지만, 2019년에 총파업이 노스웨스트에 다시 돌아간다면 분명히 적절할 것입니다.	그러한 집단 조치가 얼마나 깊은 곳이 뿌리를 내릴 수 있는지는 불분명합니다. 그러나 2019 년 북서쪽으로 복귀 한 공격이 돌아 왔을 때 확실히 딱 맞습니다.	1.0
323	그리고 그곳에서 우리는 그 정신이 중서부 농업, 남부 제조업, 텍사스 유전, 애팔래치아 탄광, 북동부 건설, 실리콘 밸리 기술 대기업 및 그 사이의 모든 곳으로 더 멀리 퍼질 수 있기를 바랄 뿐입니다.	그리고 거기에서 우리는 중서부 농업, 남부 제조, 텍사스 유전, 애팔 래 치아 석탄 광산, 북동부 건설, 실리콘 밸리 테크 거인, 그리고 그 사이에있는 모든 곳에서 더욱 확산 될 수 있습니다.	0.6667
324	주님은 무언가를 주어야 한다는 것을 알고 계십니다.	주님은 뭔가가 뭔가가 주어 졌음을 알고 있습니다.	0.7143
325	메건은 '마음의 욕망을 충족'하고 왕실 의무 중에 자신의 필요가 '사라지도록' 거부합니다.	"Meghan은 ""그녀의 마음의 욕망을 이행""하고, 그녀의 로열의 의무가있을 때 ""퇴색""을 거부합니다."	0.9091
326	Meghan Markle는 '마음의 소원을 이루기'로 결심하고 자신의 필요가 '사라지지 않게' 이제 그녀는 왕실의 일원이 되었으며 어린 소년들과 소녀들의 롤 모델이 되고 싶어합니다.	"Meghan Markle은 ""그녀의 마음의 욕망을 완수""하고 자신의 필요를 ""퇴색시켜주지 않으려 고합니다. 이제 왕실 가족의 일원이며 소녀뿐만 아니라 어린 소년을위한 역할 모델이되고 싶어합니다."	0.8636
327	38세의 서식스 공작부인은 이번 주 초 남편 해리 왕자와 남아프리카 공화국을 여행하는 동안 케이프타운의 우드스탁 거래소에서 열린 여성 기업가들에게 영감을 주는 행사에서 이 말을 했다고 합니다.	Sussex, 38의 공작은 이번 주 초 이전에 케이프 타운의 우드 스탁 교환에서 여성 기업가들을 영감을주었습니다. 남편의 해리와 남아프리카 공화국을 여행하는 동안.	0.9524
328	UK-SA Tech Hub인 Woodstock Exchange는 기업가, 특히 여성이 기술, 자원 및 지원을 획득할 수 있도록 지원함으로써 기술 개발 및 시장 접근에 중점을 둡니다.	UK-SA Tech 허브 인 Woodstock Exchange는 기술 개발 및 기업가, 특히 여성, 특히 기술, 자원 및 지원을 습득하여 시장에 대한 접근에 중점을 둡니다.	0.4348
329	레이디스 후 런칭 회의에서는 전 여배우(38)가 기술, 보존 및 패션과 같은 산업 분야에서 자신의 사업을 시작한 여러 여성을 만나 '차세대에 힘을 실어주는' 창의적인 마인드를 칭찬했습니다.	"회의를 시작한 여성들은 전 여배우 인 38 명은 기술, 보존 및 패션과 같은 산업 분야에서 자신의 사업을 설립하고 창조적 인 정신의 ""차세대""에 대한 칭찬을 찬양 한 여러 여성들과 만나고 있습니다."	0.7
330	젊은 여성과 소녀들의 역량 강화를 위해 적극적으로 캠페인을 벌여온 여성 기술 창업자 메건과의 대화에서 그녀는 젊은 남성들에게도 그렇게 하기를 희망한다고 말했습니다.	젊은 여성과 소녀의 권한 부여를 위해 격렬하게 캠페인 한 여성 기술 창립자 Meghan과 대화하는 동안 젊은이들에게 똑같이하기를 희망한다고 말했습니다.	0.7368
331	남아프리카 공화국의 엔지니어이자 사회적 기업가이자 Women in Engineering의 공동 창립자인 Naadiya Moosajee는 두 아이의 엄마로 다음과 같이 밝혔습니다. 영향력 있고 어떤 소년들도 우러러볼 수 있는지 '피플이 보도합니다.	"남아공 엔지니어, 사회적 기업가 및 엔지니어링 여성의 공동 창업자 인 Mole-of Naadiya Moosajee : ""우리는 소녀를위한 교육뿐만 아니라 소년을위한 역할 모델이되는 것의 중요성을 인정했습니다. 영향력 있고 누가 소년들이 볼 수 있습니다. ""사람들은보고합니다."	0.875
332	'우리 둘 다 아들이 있고 우리는 단지 소녀들의 롤 모델이 아니라 소년들의 롤 모델이라는 것을 염두에 두고 있었습니다. 그리고 우리의 아들들뿐 아니라 일반적으로 대중 앞에서도 마찬가지였습니다.'	"""우리 둘 다 아들이 있고, 우리는 우리가 여자들을위한 역할 모델이 아니라 우리의 아들만이 아니라 일반적으로 대중이 아니라는 것을 염두에두고있었습니다."""	0.8947
333	그녀는 Meghan이 참석하는 것이 '계층적 느낌이 들지 않았다'고 덧붙였습니다. 왜냐하면 '여성들이 모여 우리가 겪고 있는 어려움과 우리 사회를 발전시키고 성장하고 변화시키기 위해 해야 할 일에 대해 이야기하기'였기 때문입니다.	"그녀는 ""계층 적으로 느끼지 못한다""라고 덧붙였다. 그것은 ""우리가 가진 여성들과 우리가 가진 투쟁에 관한 이야기뿐만 아니라 우리의 사회를 앞으로 나아가고 변화시키기 위해해야 ​​할 일이뿐만 아니라""계층 적으로 느끼지 않았다 ""고 덧붙였다."	0.9
334	기술 훈련 회사인 Simmodisa의 설립자인 Matsi Modise는 Meghan이 폴드의 회원임에도 불구하고 그녀의 마음에 가까운 문제를 계속 옹호하기로 결정했다고 말했습니다.	Matsi Modise, Simodisa 기술 훈련 회사의 설립자 인 Meghan은 폴드의 구성원이 되었음에도 불구하고 심장에 가까운 문제를 옹호하기로 결심했습니다.	0.8333
335	'그녀는 어머니가 되고 공작부인으로서 의무를 갖고 마음이 원하는 바를 성취하는 것에 대해 이야기했습니다. 그리고 당신이 공작부인이라는 사실이 이제 사라질 수는 없다고 Modise가 회상했습니다.	"""그녀는 어머니가되고 공작의 임무를 수행하고 그녀의 심장이 욕망하는 것을 성취하는 것에 관한 이야기를 망쳤습니다. 그리고 그냥 퇴색 할 수는 없습니다.""Modise는 Modise를 회상했습니다."	0.8636
336	'자신이 누구인지에 충실해야 한다는 것.'	"""당신은 당신이 누구인지에 사실이어야합니다."""	1.25
337	그녀는 공작 부인이 그들에게 새로운 아이디어를 계속 추진하도록 부추겼고, 그들이 뒤따를 다른 사람들을 위해 그렇게 하고 있다는 것을 알고 계속 추진하고 앞으로 나아가야 하는 방법에 대해 말했습니다.	그녀는 공작원들이 새로운 아이디어를 앞서 쟁점으로 끌려 갔고, 그들이 어떻게 추진하고 앞으로도 계속 나아갈 것인지를 알고, 그들이 따르는 다른 사람들을 위해 그것을 알고있는 것에 관해 이야기했습니다.	0.8462
338	'그녀는 왕족이 되는 것이 아니라 도전이 있을 때의 일반적인 삶을 말하는 것'이라고 Modise가 덧붙였다.	"""그녀는 왕실이라고 말하지 않았지만, 당신이 도전을 가질 때 일반적으로 인생이었습니다.""라는 Modise는 Meghan에 의해 약간 ""awestruck""을 느꼈다."	1.0
339	'그녀는 은총을 발산하며 그녀가 가진 이 임무를 그런 은총으로 수행하고 있습니다.'라고 Modise가 말했습니다.	"""그녀는 은혜를 발산하고 그녀가 그런 은혜를 가지고있는이 일을하고 있습니다.""라고 Modise는 말했습니다."	1.0
340	많은 우리 중 많은 것들이 창시자로서 놀라운 일을 해왔으나 로열 만나는 것은 꽤 까다 롭습니다.	"""많은 우리 중 많은 것들이 창시자로서 놀라운 일을 해왔으나 로열 만나는 것은 꽤 까다 롭습니다."	0.0667
341	그녀는 쉽게 만들었습니다.	그녀는 쉽게 만들었습니다.	0.0
342	그녀는 쉽게 갈 것입니다. '	"그녀는 쉽게 왕실입니다. """	0.75
343	Meghan은 또한 그녀는 일하는 어머니가되는 압력을 즐기고 있습니다. 그녀는 왕실이되고 아기 아치를 많이 돌려 보며 '모든 흥미 진진한'을 찾고 있습니다.	"Meghan은 또한 그녀가 일하는 어머니가되는 압력을 즐기고 있습니다. 그녀는 왕실이되고 아기 아치를 낳는 것처럼 보이는 저글링을 발견하고 아기 archie ""를 많이 찾는다. 그러나""모든 흥미 진진한 ""."	0.5769
344	Meghan은 Cape Innovation 및 Technology의 CEO 인 2 개의 라라 로사린 (Mother-of-Two Mother-of-Two Rora Rosmarin)에 말하기 : '우리는 지금은 5 개월 만에 우리 우린 지금 당장.	"Meghan은 Cape Innovation and Technology의 CEO의 어머니 ~ 2 마리의 라라 로사린 (Mother-of-Three Rosmarin)에 말하기 : ""우리는 지금은 5 개월 만에 있습니다."	0.5909
345	일하는 엄마가되고, 아기와 함께 여행하는 것은 많은 것이 많지만, 그것은 너무 흥미 진진합니다.	"일하는 엄마가되고, 아기와 함께 여행하는 것은 많은 것이 많지만 너무 흥미로운 것입니다. """	0.3846
346	"'저글링에 많이있을 때 며칠이지만, 당신은 누군가를 만나고 당신은 그들에게 영향을 미치고 당신은 ""아 - 하""라고 말하고, 그것은 너무 보람입니다.'"	"""저글링하는 데는 많은 일이 아닐 수도 있습니다. 그러나 당신은 누군가를 만나고 당신이 그들에게 영향을 미치고 당신은""Ah-ha ""라고 말하고, 그렇게 보람입니다."""	0.8
347	Meghan은 HIV를 가진 여성을 훈련시키고 고용하는 도시의 어머니 2mothers 조직에갔습니다.	Meghan은 HIV를 가진 여성을 훈련시키고 고용하는 도시의 어머니 2mothers 조직에갔습니다.	0.0
348	그녀는 '미래'와 그분의 사람들이 더 이상 적합하지 않은 '미래'와 그의 친구들과의 기부와 함께 아이들과 함께 기부를하는 것을 포함하여 아치의 아기 옷을 따라갔습니다.	"그녀는 ""미래""와 그분의 친구들이 아이들과 함께 기부금과 함께 더 이상 적합하지 않은 ""미래""와 그의 비참한 베이비로를 비롯한 아치의 아기 옷을 따라갔습니다."	0.5238
349	SNP는 임시 PM으로 Jeremy Corbyn을 지원할 수 있습니다.	SNP는 임시 PM으로 Jeremy Corbyn을 지원할 수 있습니다.	0.0
350	SNP는 일시적인 BREXIT를 방해하기 위해 일시적인 근거로 jeremy corbyn 설치를 지원할 수 있습니다.	SNP는 일시적인 BREXIT를 방해하기 위해 일시적인 근거로 jeremy corbyn 설치를 지원할 수 있습니다.	0.0
351	MPS와 Downing Street 사이의 긴장감이 심화됨에 따라 Nicola Strulgeon은 일반 선거가 될 때까지 선임 장관으로서의 노동 지도자의 뒤에서 노동자 뒤에있을 수 있습니다.	MPS와 Downing Street 사이의 긴장감이 심화됨에 따라 Nicola Strulgeon은 일반 선거가 될 때까지 선임 장관으로서의 노동 지도자의 뒤에서 노동자 뒤에있을 수 있습니다.	0.0
352	Corbyn은 8 월에 임시 행정 행정을 이끌어 내기 위해 반란군의 역방향 MPS를 반역자로 옮겼지 만, 특히 자유주의 민주당의 지도자 조윈슨 (Jo Swinson)에서 저항으로 만났습니다.	Corbyn은 8 월에 임시 행정 행정을 이끌어 내기 위해 반란군의 역방향 MPS를 반역자로 옮겼지 만, 특히 자유주의 민주당의 지도자 조윈슨 (Jo Swinson)에서 저항으로 만났습니다.	0.0
353	제안서에서, 야당 당사자들은 자신감이 없다면 Boris Johnson을 시도하고 10 월 31 일에 EU에서 충돌하는 것을 방지하기위한 연장을 모색하는 단일 정부를 형성 할 것입니다.	제안서에서, 야당 당사자들은 자신감이 없다면 Boris Johnson을 시도하고 10 월 31 일에 EU에서 충돌하는 것을 방지하기위한 연장을 모색하는 단일 정부를 형성 할 것입니다.	0.0
354	이 계획은 당시 적용 교당 지원을 얻지 못했지만 SNP의 수석 수치는 10 월 19 일 이전에 거래가 없으면 Johnson이 법률을 지연시키는 법을 지연시킬 법을 강요 할 수 있다고 우려하고 있습니다.	이 계획은 당시 적용 교당 지원을 얻지 못했지만 SNP의 수석 수치는 10 월 19 일 이전에 거래가 없으면 Johnson이 법률을 지연시키는 법을 지연시킬 법을 강요 할 수 있다고 우려하고 있습니다.	0.0
355	"SNP 지도자 인 Nicola 철갑 상크리는 씨의 Johnson이 담당자 인 Johnson이 ""끔찍한 생각""이 될 것이라고 떠날 수있는 것처럼 연장을 확보하기 위해 자리 해달라고 제안했습니다."	"SNP 지도자 인 Nicola 철갑 상크리는 씨의 Johnson이 담당자 인 Johnson이 ""끔찍한 생각""이 될 것이라고 떠날 수있는 것처럼 연장을 확보하기 위해 자리 해달라고 제안했습니다."	0.0
356	"Tweet에 응답 노동 지도자 또는 임시 총리를 설치하는 것을 암시하는 것은 이렇게 말했습니다. ""이에 동의하십시오."	"Tweet에 응답 노동 지도자 또는 다른 임시 총리를 설치하는 것을 암시하는 그녀는 ""이에 동의합니다."""	0.3571
357	"""확장을 확보 할 목적을 위해 누군가 주위에 자신감이 없으며, 즉각적인 선거를 즉각적으로 투표하십시오."	"""확장을 확보하고자하는 단독 목적을 위해 누군가 주위에 자신감이 없으며, 즉각적인 선거를 즉각적으로 선출하십시오."""	0.2308
358	"""아무 것도 위험이 없지만 존슨이 게시물에 없거나 거래를 통해 강제로 떠나거나 나쁜 거래가 나에게 끔찍한 생각처럼 보입니다."""	"""아무 것도 위험이 없지만 존슨이 게시물에 없거나 거래를 통해 강제로 떠나거나 나쁜 거래가 나에게 끔찍한 생각처럼 보입니다."""	0.0
359	베테랑 MPS Harriet Hariet Harman과 Ken Clarke는 둘 다 화합성 정부를 이끌 수있는 잠재적 인 수치로 명명되었지만 고위 SNP 소스는 노동자가되어야 만합니다.	베테랑 MPS Harriet Hariet Harman과 Ken Clarke는 둘 다 화합성 정부를 이끌 수있는 잠재적 인 수치로 명명되었지만 고위 SNP 소스는 노동자가되어야 만합니다.	0.0
360	"ITV의 Robert Peston에게 말했다. ""라고 우리는 BREXIT에 지연을 요청할 수 있으므로 새로운 총리를 설치해야한다는 것은 점점 더 분명해서 분명합니다."	"ITV의 Robert Peston에게 말했다. ""라고 우리는 BREXIT에 지연을 요청할 수 있으므로 새로운 총리를 설치해야한다는 것은 점점 더 분명해서 분명합니다."	0.0
361	"""타협안 후보자를 찾으려고 노력하는 것은 특히 우리가 가지고있는 시점에도 너무 복잡합니다."	"""타협안 후보자를 찾으려고 노력하는 것은 특히 우리가 가지고있는 시점에도 너무 복잡합니다."	0.0
362	"사람들이 그것을 좋아하든, 임시 총리는 Corbyn이어야합니다. """	"사람들이 그것을 좋아하든, 임시 총리는 Corbyn이어야합니다. """	0.0
363	"SNP 대변인은 당사국이 없음을 멈추고 ""가능한 한 빨리이 위험하고 민감한 총리""를 제거하기 위해 노력하고 있다고 말했다."	"SNP 대변인은 당사국이 없음을 멈추고 ""가능한 한 빨리이 위험하고 민감한 총리""를 제거하기 위해 노력하고 있다고 말했다."	0.0
364	"대변인은 다음과 같이 말했습니다. ""이제 가능합니다 - 정치적 의지가있을 경우 - 당사자들은 Boris Johnson의 손에 남아 있지 않고 그의 기름을 확보 할 수있는 편지가 남아 있지 않도록하고 있습니다. Benn Act 주위를두고 있지만, 대신 임시 관리인 총리가 대신에 보낼 수있는 선거가 즉시 개최 된 선거와 함께 서신을 보내는 것만뿐입니다."	대변인은 다음과 같이 말했습니다. Benn Act 주위를 얻는 방법은 일시적인 CareTaker 총리가 보낼 수있는 한편으로는 서신을 보내는 것이 필요합니다.	2.0
365	"""우리는 No-Deal Brexit를 중단하고 Boris Johnson을 없애는 목적을 달성하기 위해 모든 옵션에 열려 있습니다."""	"""우리는 No-Deal Brexit를 중단하고 Boris Johnson을 없애는 목적을 달성하기 위해 모든 옵션에 열려 있습니다."""	0.0
366	SNP 지원을 받아 Corbyn 씨에게 칼날 투표로 내려갈 것입니다.	SNP 지원을 받아 Corbyn 씨에게 칼날 투표로 내려갈 것입니다.	0.0
367	10 개의 민주주의 주의자뿐만 아니라 288 개의 토리 MPS가 있으므로, 반대는 34 개의 독립적 인 MPS 중 일부가 보드에 올 것이라고 필요합니다.	10 개의 민주주의 주의자뿐만 아니라 288 개의 토리 MPS가 있으므로, 반대는 34 개의 독립적 인 MPS 중 일부가 보드에 올 것이라고 필요합니다.	0.0
368	"노동은 그 계획이 ""거래를 멈추지 않는 가장 단순하고 가장 민주적 인 방법""이라고 주장했다."	"노동은 그 계획이 ""거래를 멈추지 않는 가장 단순하고 가장 민주적 인 방법""이라고 주장했다."	0.0
369	그러나 자유주의 민주당은 자신의 당사자들로부터 exory mps와 탈북자의 백업이 필요할 때 Corbyn이 집안에서 필요한지지를 얻을 수 없다고 믿습니다.	그러나 자유주의 민주당은 자신의 당사자들로부터 exory mps와 탈북자의 백업이 필요할 때 Corbyn이 집안에서 필요한지지를 얻을 수 없다고 믿습니다.	0.0
370	"앵거스를위한 kirstene 머리카락, 토리 MP는 ""이 보고서는 많은 사람들이 오랫동안 의심되는 것을 확인합니다 - SNP MP는 No10에서 Jeremy Corbyn을 행복하게합니다."	"앵거스를위한 kirstene 머리카락, 토리 MP는 ""이 보고서는 많은 사람들이 오랫동안 의심되는 것을 확인합니다 - SNP MP는 No10에서 Jeremy Corbyn을 행복하게 해줍니다."""	0.0952
371	"""Corbyn의 약한 자세가 Indyref2에 대한 약세가 민족 주의자에게 결정적인 요소임을 의심의 여지가 없습니다."	"""Corbyn의 약한 입장에 대한 Corbyn이 민족 주의자에게 결정적인 요소임을 의심의 여지가 없습니다."""	0.3333
372	"""그는 이미 총리가 될 경우 2014 국민 투표의 재 운영을 위해 문을 열었습니다."	"""그는 총리가된다면 2014 년 국민 투표의 재 운영을 위해 이미 문을 열었습니다."""	0.5
373	"""보수적 인 정부만이 세대 이벤트에서 한 번이 될 것이라는 것에""아니오 ""를 투표 한 사람들을 위해 일어날 것입니다."""	"""보수적 인 정부만이 세대 이벤트에서 한 번이 될 것이라는 것에""아니오 ""를 투표 한 사람들을 위해 일어날 것입니다."""	0.0
374	"헝가리 오후 Orban은 EU 이그제큐티브에 대한 후보자를 방어한다. ""주머니에 솔루션이있다"""	"헝가리 오후 Orban은 EU 이그제큐티브에 대한 후보자를 방어한다. ""주머니에 솔루션이있다"""	0.0
375	"Viktor Orban 총리는 헝가리의 후보자가 거부당한 후에 ""주머니에""솔루션이 있습니다."	"Viktor Orban 총리는 헝가리의 후보자가 거부당한 후에 ""주머니에""솔루션이 있습니다."	0.0
376	EU 수송원 - 루마니아 사회당 정치가 로바나 프로모션 및 EU 확대에 대한 제안 된 위원, Laszlo Trocsanyi의 전 헝가리 법무부 장관은 재무 제표의 불일치로 인해 발생할 수 없기 때문에 확인 청문회가 앞서 나가지 않을 것이라고 말했습니다.	EU 수송원 - 지정, 루마니아 사회주의 정치가 Rovana Plumb 및 EU 확대를위한 제안 된 위원, László Trócsányi의 전 헝가리 법무부 장관은 재무 제표의 불일치로 인해 불일치로 인해 발생할 수 없었습니다.	0.6
377	"""나는 [Trocsanyi]가 유럽위원회의 일원이되는 가장 적합한 후보자 인""이라고 orban이 말했다."	"""나는 [Trócsányi]가 유럽 집행위원회의 회원이되는 가장 적합한 후보자라고 확신합니다.""orban은 말했습니다."	0.8
378	그의 죄는 정부와 나의 이주에서 헝가리를 보호하기 위해서는 정부와 나에게 도움을주었습니다.	그의 죄는 정부와 나의 이주에서 헝가리를 보호하기 위해서는 정부와 나에게 도움을주었습니다.	0.0
379	이 움직임은 Trocsanyi를 제안한 Orban에 대한 당황스럽고, 이주 정책 및 기타 문제에 대한 브뤼셀과의 브뤼셀과 끊임없이 충돌 한 것으로 나타났습니다.	이 움직임은 Trócsányi를 제안한 Orban에 대한 당혹스럽고, 이주 정책 및 기타 문제에 대한 브뤼셀과의 끊임없는 충돌을 해왔습니다.	0.4706
380	검사관의 모든 지역에서 클리블랜드 경찰이 '실패'	검사관의 모든 지역에서 클리블랜드 경찰이 '실패'	0.0
381	"Scandal-Hit Cleveland Police는 검사원이 모든 분야에서 브랜드 ""실패""를위한 첫 번째 힘이되었습니다."	"Scandal-Hit Cleveland Police는 검사원이 모든 분야에서 브랜드 ""실패""를위한 첫 번째 힘이되었습니다."	0.0
382	전반적으로 폐하의 좌우명 및 화재 및 구조 서비스 (HMICFR)의 폐하의 검사관이 부적절하고 3 가지 주요 지역에서는 범죄를 줄이고 사람들을 안전하게 지키고, 효율적으로 운영하고, 공개하는 방식과 공개 방식을 조사했습니다. 그것의 인력.	전반적으로 폐하의 좌우명 및 화재 및 구조 서비스 (HMICFR)의 폐하의 검사관이 부적절하고 3 가지 주요 지역에서는 범죄를 줄이고 사람들을 안전하게 지키고, 효율적으로 운영하고, 공개하는 방식과 공개 방식을 조사했습니다. 그것의 인력.	0.0
383	"이 결과는 강제가 효과적으로 주요 조치와 경찰과 범죄 위원이 국가위원회 이전에 불리우며 ""중요한 개선""을 보장하기위한 계획에 대해 의문을 제기하는 특별한 조치로 효과적으로 뛰어납니다."	"이 결과는 강제가 효과적으로 주요 조치와 경찰과 범죄 위원이 국가위원회 이전에 불리우며 ""중요한 개선""을 보장하기위한 계획에 대해 의문을 제기하는 특별한 조치로 효과적으로 뛰어납니다."	0.0
384	그런 다음 진행 상황이없는 경우 문제를 해결할 수 있습니다.	그런 다음 진행 상황이없는 경우 문제를 해결할 수 있습니다.	0.0
385	스캔들의 끈은 잉글랜드 북동쪽에있는 Hartlepool, Redcar, Cleveland, Stockton 및 Middlesbrough를 덮고있는 힘을 능가했습니다.	스캔들의 끈은 잉글랜드 북동쪽에있는 Hartlepool, Redcar, Cleveland, Stockton 및 Middlesbrough를 덮고있는 힘을 능가했습니다.	0.0
386	그것은 거의 몇 년 동안 6 개의 수석전재를 보았습니다.	그것은 거의 몇 년 동안 6 개의 수석전재를 보았습니다.	0.0
387	전 지속적 인 숀 가격은 2012 년에 총기율을 위해 자루되었다. 7 명의 임원이 언론인들이 불법적으로 모니터링되었고 계급 내에서 인종 주의자들의 오랜 주장이있었습니다.	전 지속적 인 숀 가격은 2012 년에 총기율을 위해 자루되었다. 7 명의 임원이 언론인들이 불법적으로 모니터링되었고 계급 내에서 인종 주의자들의 오랜 주장이있었습니다.	0.0
