	Segment ID	Source Segment	Ref	MT_Y	MT_Z	Ref_rating	MT_Y_rating	MT_Z_rating	Error	MT_Y_tokens	MT_Z_tokens
383	384	"The findings mean the force is effectively plunged into special measures, where the chief constable and police and crime commissioner are called before a national board and questioned about their plans to ensure ""critical improvements"" are made."	이번 결과는 해당 경찰기관에 대한 효과적인 특별 조치를 취할 것임을 의미한다. 이는 경찰서장과 자치경찰청장을 국가위원회에 소환하여 이 상황을 ‘대폭 개선할’ 계획에 대한 청문회를 연다는 뜻이다.	이번 조사 결과는 경찰청장이 국가 이사회에 불려가 '중대한 개선'을 위한 계획에 대해 질의하는 등 사실상 특단의 조치가 취해졌다는 것을 의미한다.	"이번 조사 결과는 이 부대가 사실상 특별 조치에 빠져들게 된다는 것을 의미하며, 이 조치는 경찰청장과 경찰, 범죄청장이 국가 위원회에 소집되어 ""중대한 개선""을 보장하기 위한 그들의 계획에 대해 의문을 제기한다."	1	2	3	F	이번 조사 결과 는 경찰 청장 이 국가 이사회 에 불려 가 ' 중대 한 개선 ' 을 위한 계획 에 대해 질의 하 는 등 사실 상 특단 의 조치 가 취해졌 다는 것 을 의미 한다 .	"이번 조사 결과 는 이 부대 가 사실상 특별 조치 에 빠져들 게 된다는 것 을 의미 하 며 , 이 조치 는 경찰 청장 과 경찰 , 범죄 청장 이 국가 위원회 에 소집 되 어 "" 중대 한 개선 "" 을 보장 하 기 위한 그 들 의 계획 에 대해 의문 을 제기 한다 ."
384	385	The home secretary could then step in to tackle the problem if no progress is made.	진전이 없을 경우에는 내무장관이 직접 문제 해결에 개입할 수도 있다.	진척이 없으면 내무장관이 나서서 문제를 해결할 수도 있다.	그리고 나서 내무장관은 진전이 없다면 그 문제를 해결하기 위해 개입할 수 있다.	2	1	3	F	진척 이 없 으면 내무 장관 이 나서 서 문제 를 해결 할 수 도 있 다 .	그리고 나 서 내무 장관 은 진전 이 없 다면 그 문제 를 해결 하 기 위해 개입 할 수 있 다 .
385	386	A string of scandals has plagued the force, covering Hartlepool, Redcar and Cleveland, Stockton and Middlesbrough in the north east of England.	잉글랜드 북동부의 하트풀, 레드카, 클리블랜드, 스톡턴, 미들즈브러를 관할하는 경찰기관에서 추문이 잇달아 터지고 있다.	하틀풀, 레드카, 클리블랜드, 스톡턴, 미들즈브러 등 잉글랜드 북동부 지역에서 발생한 일련의 스캔들이 이 세력을 괴롭히고 있다.	영국 북동부의 하틀풀, 레드카, 클리블랜드, 스톡턴, 미들즈브러를 포함한 일련의 스캔들이 그 세력을 괴롭혔다.	1	2	3	F	하틀풀 , 레드카 , 클리블랜드 , 스톡턴 , 미들즈브러 등 잉글랜드 북동부 지역 에서 발생 한 일련 의 스캔들 이 이 세력 을 괴롭히 고 있 다 .	영국 북동부 의 하틀풀 , 레드카 , 클리블랜드 , 스톡턴 , 미들즈브러 를 포함 한 일련 의 스캔들 이 그 세력 을 괴롭혔 다 .
386	387	It has seen six chief constables in almost as many years.	거의 몇 년간 경찰서장이 6번 교체되었다.	거의 몇 년 동안 6명의 경찰서장이 근무했다.	그것은 거의 여러 해 동안 6명의 최고 경감을 보았다.	1	1	2	F	거의 몇 년 동안 6 명 의 경찰 서장 이 근무 했 다 .	그것 은 거의 여러 해 동안 6 명 의 최고 경감 을 보 았 다 .
387	388	"Former chief constable Sean Price was sacked for gross misconduct in 2012; seven officers were under investigation after journalists"" phones were unlawfully monitored, and there have been long-standing claims of racism within the ranks."	션 프라이스 전 경찰서장은 2012년 중대한 위법행위로 해임되었다. 이 사건에서 7명의 경찰관이 기자들의 통화를 불법 도청한 혐의로 수사를 받았고, 서내 인종차별 사건이 끊이지 않고 있다.	숀 프라이스 전 경찰청장은 2012년 총체적 위법행위로 해임됐다. 언론인들의 휴대폰이 불법 감시를 받은 후 7명의 경찰관이 조사를 받았다.	"숀 프라이스 전 경감은 2012년 심각한 위법행위로 해고되었다. 언론인""전화가 불법적으로 감시된 후 7명의 장교들이 조사를 받고 있었고, 그 계급 내에서 오랫동안 인종차별에 대한 주장이 있었다."	1	3	2	F	숀 프라이스 전 경찰 청장 은 2012 년 총체 적 위법 행위 로 해임 됐 다 . 언론인 들 의 휴대폰 이 불법 감시 를 받 은 후 7 명 의 경찰관 이 조사 를 받 았 다 .	"숀 프라이스 전 경감 은 2012 년 심각 한 위법 행위 로 해고 되 었 다 . 언론인 "" 전화 가 불법 적 으로 감시 된 후 7 명 의 장교 들 이 조사 를 받 고 있 었 고 , 그 계급 내 에서 오랫동안 인종 차별 에 대한 주장 이 있 었 다 ."
388	389	"Work practices were recently described by the chief inspector of constabulary as being about as ""inefficient as you can possibly imagine,"" with officers having to share laptops and bodyworn cameras."	최근 해당 경찰대 경감은 경찰의 직무 수행에 대해 거의 “당신이 상상하는 만큼 비효율적이라며, 경찰들이 노트북과 바디카메라를 공유하는 지경이라고 설명했다.	"최근 경찰서장은 경찰들이 노트북과 보디 마모된 카메라를 공유해야 하는 등 ""상상할 수 있는 만큼 비효율적인 작업""이라고 설명했다."	"최근 경찰청장은 경찰관들이 노트북과 신체에 손상된 카메라를 공유해야 하는 등 ""상상할 수 있는 한 비효율적""이라고 묘사했다."	1	2	3	F	"최근 경찰 서장 은 경찰 들 이 노트북 과 보디 마모 된 카메라 를 공유 해야 하 는 등 "" 상상 할 수 있 는 만큼 비 효율 적 인 작업 "" 이라고 설명 했 다 ."	"최근 경찰 청장 은 경찰관 들 이 노트북 과 신체 에 손상 된 카메라 를 공유 해야 하 는 등 "" 상상 할 수 있 는 한 비효율 적 "" 이라고 묘사 했 다 ."
389	390	"HM Inspector of Constabulary Phil Gormley said it was a ""failing force"" where there had been ""significant"" deterioration in the last two years."	HMICFRS의 필 곰레이 감찰관은 클리블랜드 경찰에 대해 최근 2년 사이에 “심각하게” 타락한 “실패한 경찰”이라고 말했다.	"필 고멀리 경찰서 HM 조사관은 지난 2년간 ""중대한"" 악화가 있었던 곳은 ""실패한 세력""이라고 말했다."	"필 고믈리 HM 조사관은 지난 2년 동안 ""중대한"" 악화가 있었던 ""실패한 힘""이라고 말했다."	1	2	3	F	"필 고 멀리 경찰서 HM 조사 관 은 지난 2 년 간 "" 중대 한 "" 악화 가 있 었 던 곳 은 "" 실패 한 세력 "" 이라고 말 했 다 ."	"필 고믈 리 HM 조사 관 은 지난 2 년 동안 "" 중대 한 "" 악화 가 있 었 던 "" 실패 한 힘 "" 이라고 말 했 다 ."
390	391	"Tees Valley mayor Ben Houchen said the report described the ""worst findings ever into any police force in the country"" which was ""finally the official validation"" that the force is ""broken"" and said the Home Office needed to intervene now."	"벤 허우첸 티즈 밸리 시장은 이 보고서가 ""국내 모든 경찰이 받은 조사를 통틀어 최악의 결과”였으며, 경찰력이 “붕괴되었음을 마침내 공식적으로 검증한 것”이라고 설명했고, 내무부의 즉각적인 개입이 필요하다고 말했다."	"벤 후첸 티즈밸리 시장은 이 보고서가 ""국내 경찰력에 대한 사상 최악의 결과""를 묘사하며 ""마침내 경찰력이 무너졌다""며 ""이제 내무부가 개입할 필요가 있다""고 말했다."	"벤 후첸 티즈 밸리 시장은 이 보고서가 ""이 나라의 어떤 경찰력에도 최악의 조사 결과""를 묘사했는데, 이는 ""완전히 그 군대가 ""파탄""되었다는 ""공식적인 검증""이며 내무부가 지금 개입할 필요가 있다고 말했다."	1	2	3	F	"벤 후 첸 티즈 밸리 시장 은 이 보고서 가 "" 국내 경찰력 에 대한 사상 최악 의 결과 "" 를 묘사 하 며 "" 마침내 경찰력 이 무너졌 다 "" 며 "" 이제 내무부 가 개입 할 필요 가 있 다 "" 고 말 했 다 ."	"벤 후 첸 티즈 밸리 시장 은 이 보고서 가 "" 이 나라 의 어떤 경찰력 에 도 최악 의 조사 결과 "" 를 묘사 했 는데 , 이 는 "" 완전히 그 군대 가 "" 파탄 "" 되 었 다는 "" 공식 적 인 검증 "" 이 며 내무부 가 지금 개입 할 필요 가 있 다고 말 했 다 ."
391	392	"He added: ""It's no longer in dispute."	그는 이렇게 덧붙였다. “이제는 더 이상 논란의 대상이 아니다.	"그는 ""더 이상 논쟁의 여지가 없다""라고 덧붙였다."	"그는 덧붙였다 : ""더 이상 논쟁이 아니다."	2	1	3	F	"그 는 "" 더 이상 논쟁 의 여지 가 없 다 "" 라고 덧붙였 다 ."	"그 는 덧붙였 다 : "" 더 이상 논쟁 이 아니 다 ."
392	393	"It is a fact described in black and white in this report."""	이 보고서에 이분법적으로 드러난 사실이다.”	"이 보고서에 흑백으로 기술된 사실""이라고 밝혔다."	이 보고서에 흑백으로 묘사된 사실이라고 말했다.	1	2	2	T	"이 보고서 에 흑백 으로 기술 된 사실 "" 이라고 밝혔 다 ."	이 보고서 에 흑백 으로 묘사 된 사실 이 라고 말 했 다 .
393	394	The findings are some of the most distressing and shocking I have ever read.	"“이번 결과는 지금까지 내가 본 것 중 가장 괴롭고 충격적인 내용이다."""	"""이 연구 결과는 제가 읽은 것 중 가장 고통스럽고 충격적인 것들입니다."""	"""그 발견은 내가 읽은 것 중 가장 고통스럽고 충격적인 것 중 하나이다."""	1	1	2	F	""" 이 연구 결과 는 제 가 읽 은 것 중 가장 고통 스럽 고 충격 적 인 것 들 입니다 . """	""" 그 발견 은 내 가 읽 은 것 중 가장 고통 스럽 고 충격 적 인 것 중 하나 이 다 . """
394	395	Cleveland is one of 15 forces that has been recently inspected by HMICFRS inspectors, and the only one rated inadequate in all areas.	클리블랜드는 최근 HMICFRS 감찰관들의 조사를 받은 15개 경찰서 가운데 한 곳으로, 유일하게 전 분야에서 부적합 평가를 받았다.	클리블랜드는 최근 HMICFRS 검사관이 조사한 15개 병력 중 하나로, 전 분야에서 유일하게 부적합 판정을 받았다.	클리블랜드는 최근 HMICFRS 검사관들에 의해 검사를 받은 15개 병력 중 하나이며, 모든 분야에서 유일하게 불충분한 것으로 평가되었다.	1	2	2	F	클리블랜드 는 최근 HMICFRS 검사관 이 조사 한 15 개 병력 중 하나 로 , 전 분야 에서 유일 하 게 부적합 판정 을 받 았 다 .	클리블랜드 는 최근 HMICFRS 검사관 들 에 의해 검사 를 받 은 15 개 병력 중 하나 이 며 , 모든 분야 에서 유일 하 게 불 충분 한 것 으로 평가 되 었 다 .
395	396	"Gormley added: ""The force doesn't appropriately prioritise crime prevention."	곰레이 감찰관은 이렇게 덧붙였다. “클리블랜드 경찰이 범죄 예방을 중시하지 않고 있다.	"고믈리는 ""군대가 범죄 예방의 우선순위를 적절하게 정하지 않는다""고 덧붙였다."	"고믈리는 ""경찰은 범죄 예방을 적절하게 우선시하지 않는다""고 덧붙였다."	1	3	2	F	"고믈 리 는 "" 군대 가 범죄 예방 의 우선 순위 를 적절 하 게 정하 지 않 는다 "" 고 덧붙였 다 ."	"고믈 리 는 "" 경찰 은 범죄 예방 을 적절 하 게 우선시 하 지 않 는다 "" 고 덧붙였 다 ."
396	397	There is a lack of strategic direction, and the force doesn't allocate enough resources to prevention work …	전략적인 방향성도 없고 방범에 충분한 재원을 배치하지도 않는다…	전략적인 방향성이 부족하고, 병력이 예방 작업에 충분한 자원을 할당하지 못하고 있습니다 …	전략적 방향이 부족하고, 그 힘은 예방 작업에 충분한 자원을 할당하지 않는다...	1	2	3	F	전략 적 인 방향 성 이 부족 하 고 , 병력 이 예방 작업 에 충분 한 자원 을 할당 하 지 못하 고 있 습니다 …	전략 적 방향 이 부족 하 고 , 그 힘 은 예방 작업 에 충분 한 자원 을 할당 하 지 않 는다 . ..
397	398	It is failing to respond appropriately to vulnerable people, including children.	아동을 비롯한 취약 계층에 제대로 대처하지 못하고 있다.	아동 등 취약계층에 제대로 대응하지 못하고 있다.	어린이를 포함한 취약계층에 적절하게 대응하지 못하고 있다.	1	1	1	F	아동 등 취약 계층 에 제대로 대응 하 지 못하 고 있 다 .	어린이 를 포함 한 취약 계층 에 적절 하 게 대응 하 지 못하 고 있 다 .
398	399	"It is missing opportunities to safeguard them and exposing them to risk."""	이들을 보호할 기회를 놓쳤고 이들을 위험에 노출시키고 있다.”	"이들을 보호하고 위험에 노출시킬 수 있는 기회를 놓치고 있습니다."""	"그들을 보호하고 위험에 노출시킬 기회가 없다."""	1	1	2	F	"이 들 을 보호 하 고 위험 에 노출 시킬 수 있 는 기회 를 놓치 고 있 습니다 . """	"그 들 을 보호 하 고 위험 에 노출 시킬 기회 가 없 다 . """
399	400	"He said senior leaders were not consistently demonstrating ""ethical behaviour,"" and the ""inappropriate behaviour of senior leaders within Cleveland is so profound that it is affecting the efficiency and effectiveness of the force."""	"곰레이 감찰관은 고위 지도층이 일관되게 “윤리적으로 행동하지” 않고 있고, “클리블랜드 내 고위 지도층의 부적절한 행위가 너무 심각한 나머지 경찰들의 효율적, 효과적 수사에 지장을 준다""고 말했다."	"그는 고위 지도자들이 일관되게 ""윤리적인 행동""을 보이는 것은 아니며, ""클리블랜드 내 고위 지도자들의 부적절한 행동은 너무 심오해서 군부의 효율성과 효과에 영향을 미치고 있다""고 말했다."	"그는 고위 지도자들이 지속적으로 ""윤리적인 행동""을 보여주지 않았으며 ""클리블랜드 내의 고위 지도자들의 부적절한 행동은 너무 심오해서 힘의 효율성과 효과에 영향을 미치고 있다""고 말했다."	1	2	2	F	"그 는 고위 지도자 들 이 일관 되 게 "" 윤리 적 인 행동 "" 을 보이 는 것 은 아니 며 , "" 클리블랜드 내 고위 지도자 들 의 부적절 한 행동 은 너무 심오 해서 군부 의 효율 성 과 효과 에 영향 을 미치 고 있 다 "" 고 말 했 다 ."	"그 는 고위 지도자 들 이 지속 적 으로 "" 윤리 적 인 행동 "" 을 보여 주 지 않 았 으며 "" 클리블랜드 내 의 고위 지도자 들 의 부적절 한 행동 은 너무 심오 해서 힘 의 효율 성 과 효과 에 영향 을 미치 고 있 다 "" 고 말 했 다 ."
400	401	"He added: ""It doesn't consistently treat its workforce with fairness and respect and it doesn't effectively communicate with or engage its workforce; its processes aren't perceived to be fair and it doesn't understand its workforce well enough to support them."""	"허우첸 시장은 이렇게 덧붙였다. ""동료 경찰들을 일관되고 공정하게 대우하지 않고 그들과 효과적으로 소통하거나 교류하지 않는다. 업무 처리 과정도 공정하다는 인식을 받지 못하고 경찰 인력에 대한 파악이 부족해 제대로 지원하지도 못한다.”"	"그는 ""일관적으로 공정성과 존중으로 인력을 다루지 않으며 인력과의 효율적인 소통이나 참여를 유도하지 못합니다. 프로세스가 공정하다고 인식되지 않으며 인력을 지원할 수 있을 만큼 충분히 이해하지 못합니다."""	"그는 ""그것은 공정성과 존경심으로 일관되게 노동력을 대하지 않으며 노동력과 효과적으로 의사 소통하거나 참여하지 않으며 공정한 것으로 인식되지 않으며 노동력을 충분히지지할만큼 노동력을 잘 이해하지 못한다""고 덧붙였다."	1	2	3	F	"그 는 "" 일관 적 으로 공정 성 과 존중 으로 인력 을 다루 지 않 으며 인력 과 의 효율 적 인 소통 이나 참여 를 유도 하 지 못합니다 . 프로세스 가 공정 하 다고 인식 되 지 않 으며 인력 을 지원 할 수 있 을 만큼 충분히 이해 하 지 못합니다 . """	"그 는 "" 그것 은 공정 성 과 존경심 으로 일관 되게 노동력 을 대하 지 않 으며 노동력 과 효과 적 으로 의사 소통 하 거나 참여 하 지 않 으며 공정 한 것 으로 인식 되 지 않 으며 노동력 을 충분히 지지 할 만큼 노동력 을 잘 이해 하 지 못한다 "" 고 덧붙였 다 ."
401	402	Despite the findings, the force did receive a small amount of praise for the way it tackles serious and organised crime but was told it must improve the way it investigates crimes.	감사 결과에도 불구하고, 해당 경찰서는 심각한 조직 범죄를 해결해 약간의 칭찬을 얻었으나 범죄 수사 방식에 개선이 필요하다는 평가를 받았다.	이번 조사 결과에도 불구하고, 강력하고 조직적인 범죄에 대처하는 방식에 대해서는 약간의 찬사를 받았지만, 범죄 수사 방식을 개선해야 한다는 말을 들었다.	이 발견에도 불구하고, 그 군대는 심각하고 조직적인 범죄를 다루는 방식에 대해 소량의 찬사를 받았지만, 범죄를 조사하는 방식을 개선해야 한다는 말을 들었다.	1	2	3	F	이번 조사 결과 에 도 불구 하 고 , 강력 하 고 조직 적 인 범죄 에 대처 하 는 방식 에 대해서 는 약간 의 찬사 를 받 았 지만 , 범죄 수사 방식 을 개선 해야 한다는 말 을 들 었 다 .	이 발견 에 도 불구 하 고 , 그 군대 는 심각 하 고 조직 적 인 범죄 를 다루 는 방식 에 대해 소량 의 찬사 를 받 았 지만 , 범죄 를 조사 하 는 방식 을 개선 해야 한다는 말 을 들 었 다 .
402	403	"The force's police and crime commissioner Barry Coppinger said: ""I am deeply concerned at the worrying contents of this report.”"	"클리블랜드 경찰서의 배리 코핑거 자치경찰서장은 이렇게 말했다. ""이 보고서에 담긴 문제가 되는 내용은 심히 우려가 된다.”"	"배리 코핑거 경찰청장과 범죄국장은 ""이 보고서의 걱정스러운 내용에 대해 깊이 우려하고 있다""고 말했다."	"배리 코핑거 경찰과 범죄담당 집행위원은 ""이 보고서의 걱정스러운 내용에 깊은 우려를 갖고 있다""고 말했다."	1	2	3	T	"배리 코 핑거 경찰 청장 과 범죄 국장 은 "" 이 보고서 의 걱정 스러운 내용 에 대해 깊이 우려 하 고 있 다 "" 고 말 했 다 ."	"배리 코 핑거 경찰 과 범죄 담당 집행 위원 은 "" 이 보고서 의 걱정 스러운 내용 에 깊 은 우려 를 갖 고 있 다 "" 고 말 했 다 ."
403	404	The force's recent performance is simply not good enough.	"“우리 경찰서의 최근 성과가 한마디로 충분히 좋지 못하다."""	"그는 ""포스의 최근 활약이 좋지 않다""고 말했다."""	"""최근 부대의 활약은 단순히 충분하지 않다."""	1	2	3	F	"그 는 "" 포스 의 최근 활약 이 좋 지 않 다 "" 고 말 했 다 . """	""" 최근 부대 의 활약 은 단순히 충분 하 지 않 다 . """
404	405	"He said he had received assurances from the current chief constable Richard Lewis that ""swift action"" was taken as soon as he became aware of the failings."	"리차드 루이스 현 경찰서장이 이번 문제를 알게 되자마자 즉시 “신속한 조치""를 취하겠다고 확언했었다고 그는 밝혔다."	"그는 리처드 루이스 현 경찰청장으로부터 결함을 깨닫자마자 ""신속한 조치""가 취해진다는 확약을 받았다고 말했다."	"그는 현재 리처드 루이스 경감으로부터 실패를 알게 되자마자 ""스위프트 액션""이 취해졌다는 확신을 받았다고 말했다."	1	2	3	F	"그 는 리처드 루이스 현 경찰 청장 으로부터 결함 을 깨닫 자마자 "" 신속 한 조치 "" 가 취해진다는 확약 을 받 았 다고 말 했 다 ."	"그 는 현재 리처드 루이스 경감 으로부터 실패 를 알 게 되 자마자 "" 스위프트 액션 "" 이 취해졌 다는 확신 을 받 았 다고 말 했 다 ."
405	406	Coppinger has been ordered by the Home Office to respond to the report within 56 days.	코핑거 서장은 56일 안에 해당 보고서에 대해 반응하라는 내무부의 지시를 받았다.	Copper는 내무부로부터 56일 이내에 보고서에 응답하라는 명령을 받았다.	코핑거는 내무부로부터 56일 이내에 보고서에 응답하라는 명령을 받았다.	2	2	1	F	Copper 는 내무부 로부터 56 일 이내 에 보고서 에 응답 하 라는 명령 을 받 았 다 .	코핑 거 는 내무부 로부터 56 일 이내 에 보고서 에 응답 하 라는 명령 을 받 았 다 .
406	407	"Lewis said the report would act ""as a line in the sand"" for the force, adding: ""Improvements have already been made and I take full responsibility for driving through the changes that are so obviously needed."	"루이스 서장은 이 보고서가 경찰력의 “기준점 역할”을 할 것이라고 말하며 다음과 같이 덧붙였다. ""이미 개선이 이루어졌으며, 명백히 필요했던 그 변화를 내가 전적으로 책임지고 추진한다."	"루이스는 이 보고서가 ""모래 속의 선""으로 작용할 것이라며 ""개선은 이미 이루어졌으며, 나는 분명히 필요한 변화를 주도할 책임이 있다""고 덧붙였다."	"루이스는 이 보고서가 ""모래 속의 선""으로 작용할 것이라고 말했다. ""개선은 이미 이루어졌고 나는 분명히 필요한 변화를 운전하는 데 모든 책임을 진다."	1	2	3	F	"루이스 는 이 보고서 가 "" 모래 속 의 선 "" 으로 작용 할 것 이 라며 "" 개선 은 이미 이루 어 졌으며 , 나 는 분명히 필요 한 변화 를 주도 할 책임 이 있 다 "" 고 덧붙였 다 ."	"루이스 는 이 보고서 가 "" 모래 속 의 선 "" 으로 작용 할 것 이 라고 말 했 다 . "" 개선 은 이미 이루 어 졌 고 나 는 분명히 필요 한 변화 를 운전 하 는 데 모든 책임 을 진다 ."
407	408	"In the five months I've been here I have met some exceptional police officers and staff, at all levels, and have seen lives saved and vulnerable people protected by the efforts and determination of frontline officers."""	지난 5개월 간 여기 있으면서 분야를 막론하고 많은 뛰어난 경찰관과 직원들을 만났고, 일선에 있는 경찰관들의 노력과 의지로 여러 사람들이 목숨을 구제하고 취약 계층이 보호 받는 것을 보았다.”	"지난 5개월 동안 저는 모든 직급에서 뛰어난 경찰관과 직원들을 만나 일선 경찰관의 노력과 결단에 의해 보호되고 있는 생명을 보았습니다."""	"내가 여기 온 5개월 동안 나는 모든 수준에서 뛰어난 경찰관과 직원들을 만났고, 최전방 경찰관들의 노력과 결단력으로 보호받는 생명을 구하고 취약한 사람들을 보았다."""	1	2	1	F	"지난 5 개월 동안 저 는 모든 직급 에서 뛰어난 경찰관 과 직원 들 을 만나 일선 경찰관 의 노력 과 결단 에 의해 보호 되 고 있 는 생명 을 보 았 습니다 . """	"내 가 여기 온 5 개월 동안 나 는 모든 수준 에서 뛰어난 경찰관 과 직원 들 을 만났 고 , 최전방 경찰관 들 의 노력 과 결단력 으로 보호 받 는 생명 을 구하 고 취약 한 사람 들 을 보 았 다 . """
408	409	If drastic improvements are not made quickly enough, the Government could step in, as it can when prisons are failing.	만약 획기적인 개선이 신속하게 시행되지 않을 경우, 교도소에 문제가 발생했을 때처럼 정부가 직접 개입할 수 있다.	만약 급격한 개선이 충분히 빨리 이루어지지 않는다면, 감옥이 무너지고 있을 때 정부가 개입할 수 있다.	만약 급격한 개선이 충분히 빨리 이루어지지 않는다면, 정부는 감옥이 실패할 때 할 수 있는 것처럼 개입할 수 있다.	1	3	2	F	만약 급격 한 개선 이 충분히 빨리 이루어지 지 않 는다면 , 감옥 이 무너지 고 있 을 때 정부 가 개입 할 수 있 다 .	만약 급격 한 개선 이 충분히 빨리 이루어지 지 않 는다면 , 정부 는 감옥 이 실패 할 때 할 수 있 는 것 처럼 개입 할 수 있 다 .
409	410	But so far politicians have never had to resort to this measure with police forces, inspectors said.	그러나 여태껏 정계에서 경찰에 이런 조치를 취한 적은 없었다고 단 한 번도 없었다고 감찰관들은 말했다.	그러나 지금까지 정치인들은 경찰력을 동원해 이 조치에 의존할 필요가 없었다고 조사관들은 말했다.	그러나 지금까지 정치인들은 경찰과 함께 이 조치에 의존할 필요가 없었다고 사찰단은 말했다.	3	1	2	F	그러나 지금 까지 정치인 들 은 경찰력 을 동원 해 이 조치 에 의존 할 필요 가 없 었 다고 조사 관 들 은 말 했 다 .	그러나 지금 까지 정치인 들 은 경찰 과 함께 이 조치 에 의존 할 필요 가 없 었 다고 사찰 단 은 말 했 다 .
410	411	"Kit Malthouse, minister for crime, policing and fire, said he welcomed the chief constable's ""swift action to address these failings and will be monitoring the position closely,"" adding: ""Transparency and accountability are vital for public trust in policing.”"	"킷 말트하우스 범죄·경찰·소방부 장관은 ""이 같은 문제를 해결하기 위한 경찰서장의 신속한 조치를 환영하며, 현황을 면밀히 감독하겠다""고 말하며 다음과 같이 덧붙였다. “투명성과 책임감은 경찰의 공신력에 있어 필수 요소다.”"	"킷 맬하우스 경찰청장은 ""경찰에 대한 국민의 신뢰를 위해 투명성과 책임이 매우 중요하다""며 ""경찰에 대한 책임감이 매우 중요하다""고 말했다."	"킷 몰트하우스 범죄, 치안, 화재 담당 장관은 ""이러한 실패를 해결하기 위한 경감의 전환 조치를 환영하며 그 위치를 면밀히 감시할 것""이라며 ""투명성과 책임은 치안 유지에 대한 대중의 신뢰에 필수적""이라고 말했다."	1	3	2	T	"킷 맬 하우스 경찰 청장 은 "" 경찰 에 대한 국민 의 신뢰 를 위해 투명 성 과 책임 이 매우 중요 하 다 "" 며 "" 경찰 에 대한 책임 감 이 매우 중요 하 다 "" 고 말 했 다 ."	"킷 몰트 하우스 범죄 , 치안 , 화재 담당 장관 은 "" 이러 한 실패 를 해결 하 기 위한 경감 의 전환 조치 를 환영 하 며 그 위치 를 면밀히 감시 할 것 "" 이 라며 "" 투명 성 과 책임 은 치안 유지 에 대한 대중 의 신뢰 에 필수 적 "" 이라고 말 했 다 ."
411	412	Don't use my wife's name to score points, says husband of murdered MP Jo Cox	살해당한 조 콕스 하원의원의 남편, 점수 얻기 위해 내 아내의 이름을 이용하지 마라	살해된 조 콕스 의원의 남편은 내 아내의 이름을 이용해 점수를 따지 말라고 말한다.	살해당한 MP 조 콕스의 남편은 내 아내의 이름을 점수 매기기 위해 사용하지 말라고 말한다.	1	3	2	F	살해 된 조 콕스 의원 의 남편 은 내 아내 의 이름 을 이용 해 점수 를 따 지 말 라고 말 한다 .	살 해당 한 MP 조 콕스 의 남편 은 내 아내 의 이름 을 점수 매기 기 위해 사용 하 지 말 라고 말 한다 .
412	413	The husband of Jo Cox said his wife's name must not be used to score political points after Jeremy Corbyn last night posted footage of the murdered MP to criticise Boris Johnson.	어젯밤 제레미 코빈 의원이 보리스 존슨 총리를 비난하기 위해 살해당한 조 콕스 하원의원의 동영상을 게시하자, 콕스 의원의 남편이 자신의 배우자의 이름을 정치적 점수를 얻는 데 이용해서는 안 된다고 말했다.	조 콕스의 남편은 제레미 코빈이 어젯밤 보리스 존슨을 비난하기 위해 살해된 하원의원의 영상을 올린 후 그의 아내의 이름이 정치적 점수를 따기 위해 사용되어서는 안 된다고 말했다.	조 콕스의 남편은 어젯밤 제레미 코빈이 보리스 존슨을 비난하기 위해 살해된 하원의원의 영상을 올린 후 아내의 이름을 정치적 점수를 따는 데 사용해서는 안 된다고 말했다.	1	2	3	F	조 콕스 의 남편 은 제레미 코빈 이 어젯밤 보리스 존슨 을 비난 하 기 위해 살해 된 하원 의원 의 영상 을 올린 후 그 의 아내 의 이름 이 정치 적 점수 를 따 기 위해 사용 되 어서 는 안 된다고 말 했 다 .	조 콕스 의 남편 은 어젯밤 제레미 코빈 이 보리스 존슨 을 비난 하 기 위해 살해 된 하원 의원 의 영상 을 올린 후 아내 의 이름 을 정치 적 점수 를 따 는 데 사용 해서 는 안 된다고 말 했 다 .
413	414	"The Labour leader's film featured clips of Mrs Cox and a vigil held after her death, with the caption: ""Boris Johnson does not care about violence on our streets."""	"코빈 노동당 대표가 게재한 동영상에는 조 콕스 의원의 모습과 그녀가 죽은 후 열린 철야 기도회가 담겨 있고 다음과 같은 캡션이 달렸다. 보리스 존슨은 거리에서 일어나는 폭력에 관심이 없다."""	"노동당의 지도자의 영화에는 콕스 여사가 사망한 후 행해진 자위대의 동영상과 함께 ""보리스 존슨은 우리 거리의 폭력에 신경 쓰지 않는다""라는 문구가 삽입되어 있다."	"노동당 지도자의 영화는 콕스 부인의 동영상과 그녀가 죽은 후 열린 밤샘을 특징으로 했다. ""보리스 존슨은 우리 거리에서의 폭력에 신경 쓰지 않는다."""	1	1	2	F	"노동당 의 지도자 의 영화 에 는 콕스 여사 가 사망 한 후 행해진 자위대 의 동영상 과 함께 "" 보리스 존슨 은 우리 거리 의 폭력 에 신경 쓰 지 않 는다 "" 라는 문구 가 삽입 되 어 있 다 ."	"노동당 지도자 의 영화 는 콕스 부인 의 동영상 과 그녀 가 죽 은 후 열린 밤샘 을 특징 으로 했 다 . "" 보리스 존슨 은 우리 거리 에서 의 폭력 에 신경 쓰 지 않 는다 . """
